id_code,firm,num_advisors,Role,level,amount
AR3,AR3,> 100,Senior Advisor,55e4,0.4
PB3,PB3_1,25-100,Senior Advisor,55e4,0.4
PB9,PB9_2,25-100,Senior Advisor,55e4,0.42
PR4,PR4,< 25,Financial Consultant II,55e4,0.38
AB2,AB2,25-100,Senior Investment Representative,55e4,0.4
AT1,AT1_3,> 100,Senior  Financial Advisor,55e4,0.35
TB7,TB7_3,< 25,Senior  Financial Advisor,55e4,0.38
TB5,TB5_3,< 25,Senior Financial Advisor,55e4,0.35
AT5,AT5_2,25-100,2nd Story Financial Consultant,55e4,0.37
TB7,TB7_4,< 25,Private Financial Advisor,55e4,0.42
PB9,PB9_3,25-100,Independent Advisor,55e4,0.45
PB3,PB3_2,25-100,Independent Advisor,55e4,0.4
TL14,TL14_2,< 25,Independent Advisor,55e4,0.45
W,W_1,> 100,Advisor 0-5 Yrs,55e4,0.41
W,W_2,> 100,Advisor 5-7 Yrs,55e4,0.42
W,W_3,> 100,Advisor 7-9 Yrs,55e4,0.42
W,W_4,> 100,Advisor 9-15 Yrs,55e4,0.42
W,W_5,> 100,Advisor 15-19 Yrs,55e4,0.42
W,W_6,> 100,Advisor 20-25 Yrs,55e4,0.42
W,W_7,> 100,Advisor 25+ Yrs,55e4,0.42
GR1,GR1,> 100,Advisor,575e3,0.41
PT10,PT10,<25,Financial Advisor,575e3,0.39
TL13,TL13_1,<25,Financial Advisor (New),575e3,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),575e3,0.37
PT5,PT5,< 25,Advisor,575e3,0.41
PB9,PB9_1,25-100,Advisor,575e3,0.39
PB7,PB7,25-100,Advisor,575e3,0.4
PT11,PT11,<25,Financial Advisor,575e3,0.42
AR2,AR2,> 100,Advisor,575e3,0.36
TR7,TR7,<25,Investment Representative,575e3,0.34
TR2,TR2,25-100,Financial Advisor,575e3,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,575e3,0.42
AR6,AR6_2,25-100,MBE (Tier II) Representative,575e3,0.42
AR6,AR6_3,25-100,SPG (Tier III) Representative,575e3,0.4
TR8,TR8,<25,Financial Advisor,575e3,0.31
AB5,AB5,<25,Financial Advisor,575e3,0.46
PB14,PB14,<25,Financial Consultant,575e3,0.3
TB5,TB5_1,<25,Wealth Advisor,575e3,0.42
AR7,AR7,25-100,Financial Advisor,575e3,0.41
TB6,TB6,<25,Financial Advisor,575e3,0.4
TB5,TB5_2,<25,Financial Advisor,575e3,0.35
TL9,TL9,<25,Registered Representative,575e3,0.45
PB8,PB8,25-100,Investment Client Advisor,575e3,0.35
PT3,PT3,25-100,Advisor,575e3,0.31
TT7,TT7,<25,Financial Advisor,575e3,0.42
GB1,GB1_1,> 100,Branch Advisor,575e3,0.37
GB1,GB1_2,> 100,Hub Advisor,575e3,0.37
GT1,GT1_1,> 100,Traditional Advisor,575e3,0.4
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,575e3,0.38
GL1,GL1,> 100,Advisor,575e3,0.35
TL7,TL7,25-100,Advisor,575e3,0.39
AB6,AB6,25-100,Advisor,575e3,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,575e3,0.35
PT12,PT12,<25,Advisor,575e3,0.38
AT7,AT7_1,25-100,Full Commission Advisor,575e3,0.43
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",575e3,0.19
AB3,AB3,25-100,Financial Consultant,575e3,0.37
PT13,PT13,<25,Financial Advisor,575e3,0.4
AB7,AB7,> 100,Financial Advisor/Associate FA,575e3,0.33
AT2,AT2_1,> 100,Advisor,575e3,0.38
TL5,TL5,<25,Financial Advisor,575e3,0.4
AT6,AT6,> 100,Advisor,575e3,0.35
PR3,PR3,< 25,New Financial Advisor,575e3,0.42
PR2,PR2,25-100,Advisor,575e3,0.38
AT3,AT3_1,> 100,Branch Advisor,575e3,0.36
AT3,AT3_2,> 100,Centralized Advisor,575e3,0.4
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",575e3,0.33
AT1,AT1_2,> 100,Advisor,575e3,0.3
TL14,TL14_1,<25,Advisor,575e3,0.4
PR1,PR1,25-100,Advisor,575e3,0.38
PB1,PB1,< 25,Financial Advisor,575e3,0.3
TB7,TB7_1,< 25,New Financial Advisor,575e3,0.3
TB7,TB7_2,< 25,Financial Advisor,575e3,0.36
PB6,PB6,25-100,Retail Financial Consultant,575e3,0.4
AT5,AT5_1,25-100,Financial Consultant,575e3,0.24
AL3,AL3,25-100,Wealth Advisor,575e3,0.39
AT2,AT2_2,> 100,Senior Advisor,575e3,0.39
AR3,AR3,> 100,Senior Advisor,575e3,0.4
PB3,PB3_1,25-100,Senior Advisor,575e3,0.4
PB9,PB9_2,25-100,Senior Advisor,575e3,0.42
PR4,PR4,< 25,Financial Consultant II,575e3,0.38
AB2,AB2,25-100,Senior Investment Representative,575e3,0.4
AT1,AT1_3,> 100,Senior  Financial Advisor,575e3,0.35
TB7,TB7_3,< 25,Senior  Financial Advisor,575e3,0.38
TB5,TB5_3,< 25,Senior Financial Advisor,575e3,0.35
AT5,AT5_2,25-100,2nd Story Financial Consultant,575e3,0.37
TB7,TB7_4,< 25,Private Financial Advisor,575e3,0.42
PB9,PB9_3,25-100,Independent Advisor,575e3,0.45
PB3,PB3_2,25-100,Independent Advisor,575e3,0.4
TL14,TL14_2,< 25,Independent Advisor,575e3,0.45
W,W_1,> 100,Advisor 0-5 Yrs,575e3,0.41
W,W_2,> 100,Advisor 5-7 Yrs,575e3,0.42
W,W_3,> 100,Advisor 7-9 Yrs,575e3,0.42
W,W_4,> 100,Advisor 9-15 Yrs,575e3,0.42
W,W_5,> 100,Advisor 15-19 Yrs,575e3,0.42
W,W_6,> 100,Advisor 20-25 Yrs,575e3,0.42
W,W_7,> 100,Advisor 25+ Yrs,575e3,0.42
GR1,GR1,> 100,Advisor,6e5,0.41
PT10,PT10,<25,Financial Advisor,6e5,0.39
TL13,TL13_1,<25,Financial Advisor (New),6e5,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),6e5,0.37
PT5,PT5,< 25,Advisor,6e5,0.41
PB9,PB9_1,25-100,Advisor,6e5,0.41
PB7,PB7,25-100,Advisor,6e5,0.42
PT11,PT11,<25,Financial Advisor,6e5,0.42
AR2,AR2,> 100,Advisor,6e5,0.36
TR7,TR7,<25,Investment Representative,6e5,0.34
TR2,TR2,25-100,Financial Advisor,6e5,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,6e5,0.42
AR6,AR6_2,25-100,MBE (Tier II) Representative,6e5,0.42
AR6,AR6_3,25-100,SPG (Tier III) Representative,6e5,0.4
TR8,TR8,<25,Financial Advisor,6e5,0.33
AB5,AB5,<25,Financial Advisor,6e5,0.48
PB14,PB14,<25,Financial Consultant,6e5,0.3
TB5,TB5_1,<25,Wealth Advisor,6e5,0.42
AR7,AR7,25-100,Financial Advisor,6e5,0.41
TB6,TB6,<25,Financial Advisor,6e5,0.42
TB5,TB5_2,<25,Financial Advisor,6e5,0.35
TL9,TL9,<25,Registered Representative,6e5,0.45
PB8,PB8,25-100,Investment Client Advisor,6e5,0.36
PT3,PT3,25-100,Advisor,6e5,0.33
TT7,TT7,<25,Financial Advisor,6e5,0.45
GB1,GB1_1,> 100,Branch Advisor,6e5,0.38
GB1,GB1_2,> 100,Hub Advisor,6e5,0.38
GT1,GT1_1,> 100,Traditional Advisor,6e5,0.4
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,6e5,0.38
GL1,GL1,> 100,Advisor,6e5,0.35
TL7,TL7,25-100,Advisor,6e5,0.39
AB6,AB6,25-100,Advisor,6e5,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,6e5,0.35
PT12,PT12,<25,Advisor,6e5,0.38
AT7,AT7_1,25-100,Full Commission Advisor,6e5,0.43
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",6e5,0.19
AB3,AB3,25-100,Financial Consultant,6e5,0.38
PT13,PT13,<25,Financial Advisor,6e5,0.41
AB7,AB7,> 100,Financial Advisor/Associate FA,6e5,0.35
AT2,AT2_1,> 100,Advisor,6e5,0.38
TL5,TL5,<25,Financial Advisor,6e5,0.43
AT6,AT6,> 100,Advisor,6e5,0.37
PR3,PR3,< 25,New Financial Advisor,6e5,0.42
PR2,PR2,25-100,Advisor,6e5,0.38
AT3,AT3_1,> 100,Branch Advisor,6e5,0.37
AT3,AT3_2,> 100,Centralized Advisor,6e5,0.41
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",6e5,0.35
AT1,AT1_2,> 100,Advisor,6e5,0.31
TL14,TL14_1,<25,Advisor,6e5,0.43
PR1,PR1,25-100,Advisor,6e5,0.39
PB1,PB1,< 25,Financial Advisor,6e5,0.32
TB7,TB7_1,< 25,New Financial Advisor,6e5,0.3
TB7,TB7_2,< 25,Financial Advisor,6e5,0.36
PB6,PB6,25-100,Retail Financial Consultant,6e5,0.41
AT5,AT5_1,25-100,Financial Consultant,6e5,0.27
AL3,AL3,25-100,Wealth Advisor,6e5,0.39
AT2,AT2_2,> 100,Senior Advisor,6e5,0.39
AR3,AR3,> 100,Senior Advisor,6e5,0.43
PB3,PB3_1,25-100,Senior Advisor,6e5,0.41
PB9,PB9_2,25-100,Senior Advisor,6e5,0.45
PR4,PR4,< 25,Financial Consultant II,6e5,0.38
AB2,AB2,25-100,Senior Investment Representative,6e5,0.4
AT1,AT1_3,> 100,Senior  Financial Advisor,6e5,0.4
TB7,TB7_3,< 25,Senior  Financial Advisor,6e5,0.38
TB5,TB5_3,< 25,Senior Financial Advisor,6e5,0.35
AT5,AT5_2,25-100,2nd Story Financial Consultant,6e5,0.37
TB7,TB7_4,< 25,Private Financial Advisor,6e5,0.42
PB9,PB9_3,25-100,Independent Advisor,6e5,0.5
PB3,PB3_2,25-100,Independent Advisor,6e5,0.4
TL14,TL14_2,< 25,Independent Advisor,6e5,0.48
W,W_1,> 100,Advisor 0-5 Yrs,6e5,0.41
W,W_2,> 100,Advisor 5-7 Yrs,6e5,0.42
W,W_3,> 100,Advisor 7-9 Yrs,6e5,0.43
W,W_4,> 100,Advisor 9-15 Yrs,6e5,0.43
W,W_5,> 100,Advisor 15-19 Yrs,6e5,0.43
W,W_6,> 100,Advisor 20-25 Yrs,6e5,0.43
W,W_7,> 100,Advisor 25+ Yrs,6e5,0.43
GR1,GR1,> 100,Advisor,625e3,0.41
PT10,PT10,<25,Financial Advisor,625e3,0.39
TL13,TL13_1,<25,Financial Advisor (New),625e3,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),625e3,0.37
PT5,PT5,< 25,Advisor,625e3,0.41
PB9,PB9_1,25-100,Advisor,625e3,0.41
PB7,PB7,25-100,Advisor,625e3,0.42
PT11,PT11,<25,Financial Advisor,625e3,0.42
AR2,AR2,> 100,Advisor,625e3,0.36
TR7,TR7,<25,Investment Representative,625e3,0.34
TR2,TR2,25-100,Financial Advisor,625e3,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,625e3,0.42
AR6,AR6_2,25-100,MBE (Tier II) Representative,625e3,0.42
AR6,AR6_3,25-100,SPG (Tier III) Representative,625e3,0.4
TR8,TR8,<25,Financial Advisor,625e3,0.33
AB5,AB5,<25,Financial Advisor,625e3,0.48
PB14,PB14,<25,Financial Consultant,625e3,0.3
TB5,TB5_1,<25,Wealth Advisor,625e3,0.42
AR7,AR7,25-100,Financial Advisor,625e3,0.41
TB6,TB6,<25,Financial Advisor,625e3,0.42
TB5,TB5_2,<25,Financial Advisor,625e3,0.35
TL9,TL9,<25,Registered Representative,625e3,0.45
PB8,PB8,25-100,Investment Client Advisor,625e3,0.36
PT3,PT3,25-100,Advisor,625e3,0.33
TT7,TT7,<25,Financial Advisor,625e3,0.45
GB1,GB1_1,> 100,Branch Advisor,625e3,0.38
GB1,GB1_2,> 100,Hub Advisor,625e3,0.38
GT1,GT1_1,> 100,Traditional Advisor,625e3,0.41
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,625e3,0.39
GL1,GL1,> 100,Advisor,625e3,0.35
TL7,TL7,25-100,Advisor,625e3,0.39
AB6,AB6,25-100,Advisor,625e3,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,625e3,0.35
PT12,PT12,<25,Advisor,625e3,0.38
AT7,AT7_1,25-100,Full Commission Advisor,625e3,0.43
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",625e3,0.19
AB3,AB3,25-100,Financial Consultant,625e3,0.38
PT13,PT13,<25,Financial Advisor,625e3,0.41
AB7,AB7,> 100,Financial Advisor/Associate FA,625e3,0.35
AT2,AT2_1,> 100,Advisor,625e3,0.39
TL5,TL5,<25,Financial Advisor,625e3,0.43
AT6,AT6,> 100,Advisor,625e3,0.37
PR3,PR3,< 25,New Financial Advisor,625e3,0.42
PR2,PR2,25-100,Advisor,625e3,0.38
AT3,AT3_1,> 100,Branch Advisor,625e3,0.37
AT3,AT3_2,> 100,Centralized Advisor,625e3,0.41
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",625e3,0.35
AT1,AT1_2,> 100,Advisor,625e3,0.31
TL14,TL14_1,<25,Advisor,625e3,0.43
PR1,PR1,25-100,Advisor,625e3,0.39
PB1,PB1,< 25,Financial Advisor,625e3,0.32
TB7,TB7_1,< 25,New Financial Advisor,625e3,0.3
TB7,TB7_2,< 25,Financial Advisor,625e3,0.36
PB6,PB6,25-100,Retail Financial Consultant,625e3,0.41
AT5,AT5_1,25-100,Financial Consultant,625e3,0.27
AL3,AL3,25-100,Wealth Advisor,625e3,0.39
AT2,AT2_2,> 100,Senior Advisor,625e3,0.41
AR3,AR3,> 100,Senior Advisor,625e3,0.43
PB3,PB3_1,25-100,Senior Advisor,625e3,0.41
PB9,PB9_2,25-100,Senior Advisor,625e3,0.45
PR4,PR4,< 25,Financial Consultant II,625e3,0.38
AB2,AB2,25-100,Senior Investment Representative,625e3,0.4
AT1,AT1_3,> 100,Senior  Financial Advisor,625e3,0.4
TB7,TB7_3,< 25,Senior  Financial Advisor,625e3,0.38
TB5,TB5_3,< 25,Senior Financial Advisor,625e3,0.35
AT5,AT5_2,25-100,2nd Story Financial Consultant,625e3,0.37
TB7,TB7_4,< 25,Private Financial Advisor,625e3,0.42
PB9,PB9_3,25-100,Independent Advisor,625e3,0.5
PB3,PB3_2,25-100,Independent Advisor,625e3,0.4
TL14,TL14_2,< 25,Independent Advisor,625e3,0.48
W,W_1,> 100,Advisor 0-5 Yrs,625e3,0.41
W,W_2,> 100,Advisor 5-7 Yrs,625e3,0.42
W,W_3,> 100,Advisor 7-9 Yrs,625e3,0.43
W,W_4,> 100,Advisor 9-15 Yrs,625e3,0.43
W,W_5,> 100,Advisor 15-19 Yrs,625e3,0.43
W,W_6,> 100,Advisor 20-25 Yrs,625e3,0.43
W,W_7,> 100,Advisor 25+ Yrs,625e3,0.43
GR1,GR1,> 100,Advisor,65e4,0.41
PT10,PT10,<25,Financial Advisor,65e4,0.39
TL13,TL13_1,<25,Financial Advisor (New),65e4,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),65e4,0.37
PT5,PT5,< 25,Advisor,65e4,0.41
PB9,PB9_1,25-100,Advisor,65e4,0.41
PB7,PB7,25-100,Advisor,65e4,0.42
PT11,PT11,<25,Financial Advisor,65e4,0.42
AR2,AR2,> 100,Advisor,65e4,0.37
TR7,TR7,<25,Investment Representative,65e4,0.34
TR2,TR2,25-100,Financial Advisor,65e4,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,65e4,0.42
AR6,AR6_2,25-100,MBE (Tier II) Representative,65e4,0.42
AR6,AR6_3,25-100,SPG (Tier III) Representative,65e4,0.4
TR8,TR8,<25,Financial Advisor,65e4,0.34
AB5,AB5,<25,Financial Advisor,65e4,0.48
PB14,PB14,<25,Financial Consultant,65e4,0.3
TB5,TB5_1,<25,Wealth Advisor,65e4,0.42
AR7,AR7,25-100,Financial Advisor,65e4,0.41
TB6,TB6,<25,Financial Advisor,65e4,0.42
TB5,TB5_2,<25,Financial Advisor,65e4,0.35
TL9,TL9,<25,Registered Representative,65e4,0.45
PB8,PB8,25-100,Investment Client Advisor,65e4,0.36
PT3,PT3,25-100,Advisor,65e4,0.33
TT7,TT7,<25,Financial Advisor,65e4,0.45
GB1,GB1_1,> 100,Branch Advisor,65e4,0.38
GB1,GB1_2,> 100,Hub Advisor,65e4,0.38
GT1,GT1_1,> 100,Traditional Advisor,65e4,0.41
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,65e4,0.39
GL1,GL1,> 100,Advisor,65e4,0.36
TL7,TL7,25-100,Advisor,65e4,0.39
AB6,AB6,25-100,Advisor,65e4,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,65e4,0.35
PT12,PT12,<25,Advisor,65e4,0.38
AT7,AT7_1,25-100,Full Commission Advisor,65e4,0.43
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",65e4,0.19
AB3,AB3,25-100,Financial Consultant,65e4,0.38
PT13,PT13,<25,Financial Advisor,65e4,0.41
AB7,AB7,> 100,Financial Advisor/Associate FA,65e4,0.35
AT2,AT2_1,> 100,Advisor,65e4,0.39
TL5,TL5,<25,Financial Advisor,65e4,0.43
AT6,AT6,> 100,Advisor,65e4,0.37
PR3,PR3,< 25,New Financial Advisor,65e4,0.45
PR2,PR2,25-100,Advisor,65e4,0.38
AT3,AT3_1,> 100,Branch Advisor,65e4,0.37
AT3,AT3_2,> 100,Centralized Advisor,65e4,0.41
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",65e4,0.35
AT1,AT1_2,> 100,Advisor,65e4,0.31
TL14,TL14_1,<25,Advisor,65e4,0.43
PR1,PR1,25-100,Advisor,65e4,0.39
PB1,PB1,< 25,Financial Advisor,65e4,0.32
TB7,TB7_1,< 25,New Financial Advisor,65e4,0.3
TB7,TB7_2,< 25,Financial Advisor,65e4,0.38
PB6,PB6,25-100,Retail Financial Consultant,65e4,0.42
AT5,AT5_1,25-100,Financial Consultant,65e4,0.3
AL3,AL3,25-100,Wealth Advisor,65e4,0.39
AT2,AT2_2,> 100,Senior Advisor,65e4,0.41
AR3,AR3,> 100,Senior Advisor,65e4,0.43
PB3,PB3_1,25-100,Senior Advisor,65e4,0.41
PB9,PB9_2,25-100,Senior Advisor,65e4,0.45
PR4,PR4,< 25,Financial Consultant II,65e4,0.38
AB2,AB2,25-100,Senior Investment Representative,65e4,0.4
AT1,AT1_3,> 100,Senior  Financial Advisor,65e4,0.4
TB7,TB7_3,< 25,Senior  Financial Advisor,65e4,0.4
TB5,TB5_3,< 25,Senior Financial Advisor,65e4,0.35
AT5,AT5_2,25-100,2nd Story Financial Consultant,65e4,0.38
TB7,TB7_4,< 25,Private Financial Advisor,65e4,0.42
PB9,PB9_3,25-100,Independent Advisor,65e4,0.5
PB3,PB3_2,25-100,Independent Advisor,65e4,0.4
TL14,TL14_2,< 25,Independent Advisor,65e4,0.48
W,W_1,> 100,Advisor 0-5 Yrs,65e4,0.41
W,W_2,> 100,Advisor 5-7 Yrs,65e4,0.42
W,W_3,> 100,Advisor 7-9 Yrs,65e4,0.43
W,W_4,> 100,Advisor 9-15 Yrs,65e4,0.43
W,W_5,> 100,Advisor 15-19 Yrs,65e4,0.43
W,W_6,> 100,Advisor 20-25 Yrs,65e4,0.43
W,W_7,> 100,Advisor 25+ Yrs,65e4,0.43
GR1,GR1,> 100,Advisor,675e3,0.41
PT10,PT10,<25,Financial Advisor,675e3,0.39
TL13,TL13_1,<25,Financial Advisor (New),675e3,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),675e3,0.37
PT5,PT5,< 25,Advisor,675e3,0.41
PB9,PB9_1,25-100,Advisor,675e3,0.41
PB7,PB7,25-100,Advisor,675e3,0.42
PT11,PT11,<25,Financial Advisor,675e3,0.42
AR2,AR2,> 100,Advisor,675e3,0.37
TR7,TR7,<25,Investment Representative,675e3,0.34
TR2,TR2,25-100,Financial Advisor,675e3,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,675e3,0.42
AR6,AR6_2,25-100,MBE (Tier II) Representative,675e3,0.42
AR6,AR6_3,25-100,SPG (Tier III) Representative,675e3,0.4
TR8,TR8,<25,Financial Advisor,675e3,0.34
AB5,AB5,<25,Financial Advisor,675e3,0.48
PB14,PB14,<25,Financial Consultant,675e3,0.3
TB5,TB5_1,<25,Wealth Advisor,675e3,0.42
AR7,AR7,25-100,Financial Advisor,675e3,0.41
TB6,TB6,<25,Financial Advisor,675e3,0.42
TB5,TB5_2,<25,Financial Advisor,675e3,0.35
TL9,TL9,<25,Registered Representative,675e3,0.45
PB8,PB8,25-100,Investment Client Advisor,675e3,0.36
PT3,PT3,25-100,Advisor,675e3,0.33
TT7,TT7,<25,Financial Advisor,675e3,0.45
GB1,GB1_1,> 100,Branch Advisor,675e3,0.38
GB1,GB1_2,> 100,Hub Advisor,675e3,0.38
GT1,GT1_1,> 100,Traditional Advisor,675e3,0.41
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,675e3,0.39
GL1,GL1,> 100,Advisor,675e3,0.36
TL7,TL7,25-100,Advisor,675e3,0.39
AB6,AB6,25-100,Advisor,675e3,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,675e3,0.35
PT12,PT12,<25,Advisor,675e3,0.38
AT7,AT7_1,25-100,Full Commission Advisor,675e3,0.43
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",675e3,0.19
AB3,AB3,25-100,Financial Consultant,675e3,0.38
PT13,PT13,<25,Financial Advisor,675e3,0.41
AB7,AB7,> 100,Financial Advisor/Associate FA,675e3,0.35
AT2,AT2_1,> 100,Advisor,675e3,0.39
TL5,TL5,<25,Financial Advisor,675e3,0.43
AT6,AT6,> 100,Advisor,675e3,0.37
PR3,PR3,< 25,New Financial Advisor,675e3,0.45
PR2,PR2,25-100,Advisor,675e3,0.38
AT3,AT3_1,> 100,Branch Advisor,675e3,0.37
AT3,AT3_2,> 100,Centralized Advisor,675e3,0.41
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",675e3,0.35
AT1,AT1_2,> 100,Advisor,675e3,0.31
TL14,TL14_1,<25,Advisor,675e3,0.43
PR1,PR1,25-100,Advisor,675e3,0.39
PB1,PB1,< 25,Financial Advisor,675e3,0.32
TB7,TB7_1,< 25,New Financial Advisor,675e3,0.3
TB7,TB7_2,< 25,Financial Advisor,675e3,0.38
PB6,PB6,25-100,Retail Financial Consultant,675e3,0.42
AT5,AT5_1,25-100,Financial Consultant,675e3,0.3
AL3,AL3,25-100,Wealth Advisor,675e3,0.39
AT2,AT2_2,> 100,Senior Advisor,675e3,0.41
AR3,AR3,> 100,Senior Advisor,675e3,0.43
PB3,PB3_1,25-100,Senior Advisor,675e3,0.41
PB9,PB9_2,25-100,Senior Advisor,675e3,0.45
PR4,PR4,< 25,Financial Consultant II,675e3,0.38
AB2,AB2,25-100,Senior Investment Representative,675e3,0.4
AT1,AT1_3,> 100,Senior  Financial Advisor,675e3,0.4
TB7,TB7_3,< 25,Senior  Financial Advisor,675e3,0.4
TB5,TB5_3,< 25,Senior Financial Advisor,675e3,0.35
AT5,AT5_2,25-100,2nd Story Financial Consultant,675e3,0.38
TB7,TB7_4,< 25,Private Financial Advisor,675e3,0.42
PB9,PB9_3,25-100,Independent Advisor,675e3,0.5
PB3,PB3_2,25-100,Independent Advisor,675e3,0.4
TL14,TL14_2,< 25,Independent Advisor,675e3,0.48
W,W_1,> 100,Advisor 0-5 Yrs,675e3,0.41
W,W_2,> 100,Advisor 5-7 Yrs,675e3,0.42
W,W_3,> 100,Advisor 7-9 Yrs,675e3,0.43
W,W_4,> 100,Advisor 9-15 Yrs,675e3,0.43
W,W_5,> 100,Advisor 15-19 Yrs,675e3,0.43
W,W_6,> 100,Advisor 20-25 Yrs,675e3,0.43
W,W_7,> 100,Advisor 25+ Yrs,675e3,0.43
GR1,GR1,> 100,Advisor,7e5,0.41
PT10,PT10,<25,Financial Advisor,7e5,0.39
TL13,TL13_1,<25,Financial Advisor (New),7e5,0.32
TL13,TL13_2,<25,Financial Advisor (Composite),7e5,0.37
PT5,PT5,< 25,Advisor,7e5,0.41
PB9,PB9_1,25-100,Advisor,7e5,0.41
PB7,PB7,25-100,Advisor,7e5,0.42
PT11,PT11,<25,Financial Advisor,7e5,0.42
AR2,AR2,> 100,Advisor,7e5,0.37
TR7,TR7,<25,Investment Representative,7e5,0.34
TR2,TR2,25-100,Financial Advisor,7e5,0.25
AR6,AR6_1,25-100,KJM (Tier I) Representative,7e5,0.42
AR6,AR6_2,25-100,MBE (Tier II) Representative,7e5,0.42
AR6,AR6_3,25-100,SPG (Tier III) Representative,7e5,0.4
TR8,TR8,<25,Financial Advisor,7e5,0.34
AB5,AB5,<25,Financial Advisor,7e5,0.48
PB14,PB14,<25,Financial Consultant,7e5,0.3
TB5,TB5_1,<25,Wealth Advisor,7e5,0.42
AR7,AR7,25-100,Financial Advisor,7e5,0.41
TB6,TB6,<25,Financial Advisor,7e5,0.42
TB5,TB5_2,<25,Financial Advisor,7e5,0.35
TL9,TL9,<25,Registered Representative,7e5,0.45
PB8,PB8,25-100,Investment Client Advisor,7e5,0.36
PT3,PT3,25-100,Advisor,7e5,0.33
TT7,TT7,<25,Financial Advisor,7e5,0.45
GB1,GB1_1,> 100,Branch Advisor,7e5,0.39
GB1,GB1_2,> 100,Hub Advisor,7e5,0.39
GT1,GT1_1,> 100,Traditional Advisor,7e5,0.41
GT1,GT1_2,> 100,Team Based (Partnered) Advisor,7e5,0.39
GL1,GL1,> 100,Advisor,7e5,0.36
TL7,TL7,25-100,Advisor,7e5,0.4
AB6,AB6,25-100,Advisor,7e5,0.35
AB4,AB4,25-100,Retail Investment Sales Officer,7e5,0.35
PT12,PT12,<25,Advisor,7e5,0.38
AT7,AT7_1,25-100,Full Commission Advisor,7e5,0.43
AT7,AT7_2,25-100,"""Guaranteed"" Advisor",7e5,0.19
AB3,AB3,25-100,Financial Consultant,7e5,0.38
PT13,PT13,<25,Financial Advisor,7e5,0.41
AB7,AB7,> 100,Financial Advisor/Associate FA,7e5,0.36
AT2,AT2_1,> 100,Advisor,7e5,0.4
TL5,TL5,<25,Financial Advisor,7e5,0.45
AT6,AT6,> 100,Advisor,7e5,0.39
PR3,PR3,< 25,New Financial Advisor,7e5,0.45
PR2,PR2,25-100,Advisor,7e5,0.38
AT3,AT3_1,> 100,Branch Advisor,7e5,0.38
AT3,AT3_2,> 100,Centralized Advisor,7e5,0.42
AT1,AT1_1,> 100,"""Grandfathered"" Advisor",7e5,0.35
AT1,AT1_2,> 100,Advisor,7e5,0.32
TL14,TL14_1,<25,Advisor,7e5,0.43
PR1,PR1,25-100,Advisor,7e5,0.39
PB1,PB1,< 25,Financial Advisor,7e5,0.32
TB7,TB7_1,< 25,New Financial Advisor,7e5,0.3
TB7,TB7_2,< 25,Financial Advisor,7e5,0.38
PB6,PB6,25-100,Retail Financial Consultant,7e5,0.42
AT5,AT5_1,25-100,Financial Consultant,7e5,0.3
AL3,AL3,25-100,Wealth Advisor,7e5,0.39
AT2,AT2_2,> 100,Senior Advisor,7e5,0.42
AR3,AR3,> 100,Senior Advisor,7e5,0.43
PB3,PB3_1,25-100,Senior Advisor,7e5,0.41
PB9,PB9_2,25-100,Senior Advisor,7e5,0.45
PR4,PR4,< 25,Financial Consultant II,7e5,0.38
AB2,AB2,25-100,Senior Investment Representative,7e5,0.4
AT1,AT1_3,> 100,Senior  Financial Advisor,7e5,0.4
TB7,TB7_3,< 25,Senior  Financial Advisor,7e5,0.4
TB5,TB5_3,< 25,Senior Financial Advisor,7e5,0.35
AT5,AT5_2,25-100,2nd Story Financial Consultant,7e5,0.38
TB7,TB7_4,< 25,Private Financial Advisor,7e5,0.42
PB9,PB9_3,25-100,Independent Advisor,7e5,0.5
